City,Fuel Type,Body Type,km,price,ownerNo,Manufacturer,model,modelYear,Insurance Validity,Engine Displacement,Transmission,Mileage,Seats,Color,No of Cylinder,Drive Type,Seating Capacity,Steering Type,No Door Numbers
Kolkata,Petrol,Hatchback,28651,227000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002016,Third Party,796.0,Manual,22.05,5,Dark Black,3,FWD,5,Power,5
Kolkata,Petrol,Sedan,64787,372000,2,Honda,Honda City,1970-01-01 00:00:00.000002014,Third Party,1497.0,Manual,17.4,5,White,4,FWD,5,Power,4
Kolkata,Diesel,SUV,138726,1300000,1,Toyota,Toyota Fortuner,1970-01-01 00:00:00.000002014,Comprehensive,2982.0,Manual,13.0,7,Grey,4,FWD,7,Power,5
Kolkata,Petrol,Hatchback,24147,437000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002019,Comprehensive,998.0,Manual,21.79,5,Silver,3,FWD,5,Power,5
Kolkata,Petrol,Sedan,65000,950000,1,Toyota,Toyota Corolla Altis,1970-01-01 00:00:00.000002017,Third Party,1798.0,Automatic,14.28,5,White,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,79513,421000,1,Honda,Honda City,1970-01-01 00:00:00.000002015,Comprehensive,1497.0,Manual,17.4,5,Silver,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,87845,193000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002010,Third Party insurance,1197.0,Manual,18.5,5,Black,4,FWD,5,Power,5
Kolkata,Petrol,MUV,20000,750000,1,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002015,Third Party insurance,1373.0,Manual,16.02,7,Dark Black,4,FWD,7,Power,5
Kolkata,Petrol,Sedan,55000,599000,1,Volkswagen,Volkswagen Jetta,1970-01-01 00:00:00.000002015,Third Party insurance,1390.0,Manual,14.69,5,Silver,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,60000,470000,2,Mahindra,Mahindra KUV 100 NXT,1970-01-01 00:00:00.000002020,Third Party insurance,1198.0,Manual,18.15,6,White,3,FWD,6,Electric,5
Kolkata,Petrol,Hatchback,47183,335000,1,Honda,Honda Brio,1970-01-01 00:00:00.000002014,Third Party insurance,1198.0,Manual,19.4,5,Silver,4,FWD,5,Power,5
Kolkata,Diesel,MUV,150000,1050000,1,Toyota,Toyota Innova,1970-01-01 00:00:00.000002015,Third Party insurance,2494.0,Manual,12.99,7,Dark Black,4,RWD,7,Power,5
Kolkata,Diesel,Sedan,41510,2199000,2,Mercedes-Benz,Mercedes-Benz E-Class,1970-01-01 00:00:00.000002015,Comprehensive,2143.0,Automatic,14.21,5,Silver,4,Rear Wheel Drive with ESP,5,Power,4
Kolkata,Diesel,Sedan,54600,843000,1,Hyundai,Hyundai Elantra,1970-01-01 00:00:00.000002017,Comprehensive,1582.0,Manual,22.54,5,Black,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,20000,50000,1,Hyundai,Hyundai Santro Xing,1970-01-01 00:00:00.000002007,Third Party insurance,1086.0,Manual,18.9,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,MUV,4000,650000,1,Renault,Renault Triber,1970-01-01 00:00:00.000002022,Comprehensive,999.0,Manual,20.0,7,Silver,3,FWD,7,Electric,5
Kolkata,Petrol,Sedan,70000,180000,1,Chevrolet,Chevrolet Sail,1970-01-01 00:00:00.000002015,Third Party insurance,1199.0,Manual,18.2,5,White,4,FWD,5,Power,4
Kolkata,Petrol,SUV,29882,673000,1,Maruti,Maruti Vitara Brezza,1970-01-01 00:00:00.000002021,Zero Dep,1462.0,Manual,17.03,5,Silver,4,FWD,5,Electronic,5
Kolkata,Petrol,Hatchback,55314,198000,1,Toyota,Toyota Etios Liva,1970-01-01 00:00:00.000002011,Third Party,1197.0,Manual,18.3,5,Red,4,FWD,5,Power,4
Kolkata,Diesel,Sedan,69000,250000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002013,Third Party insurance,1582.0,Manual,22.32,5,Black,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,41565,338000,2,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002015,Comprehensive,1197.0,Manual,22.41,5,Blue,4,FWD,5,Electric,4
Kolkata,Petrol,Hatchback,46624,198000,2,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002011,Comprehensive,1197.0,Manual,18.5,5,Silver,4,FWD,5,Power,5
Kolkata,Diesel,SUV,56312,1400000,1,Kia,Kia Seltos,1970-01-01 00:00:00.000002021,Comprehensive,1493.0,Automatic,18.0,5,Black,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,22950,283000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002019,Third Party,796.0,Manual,22.05,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,42000,214000,2,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002014,Comprehensive,1086.0,Manual,19.81,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,26135,215000,1,Hyundai,Hyundai EON,1970-01-01 00:00:00.000002014,Third Party,814.0,Manual,21.1,5,Blue,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,20913,749000,1,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002020,Comprehensive,999.0,Manual,18.78,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,14000,185000,2,Hyundai,Hyundai EON,1970-01-01 00:00:00.000002013,Comprehensive,814.0,Manual,21.1,5,Blue,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,3000,421000,1,Maruti,Maruti S-Presso,1970-01-01 00:00:00.000002020,Comprehensive,998.0,Manual,24.76,5,Grey,3,FWD,5,Power,5
Kolkata,Diesel,Hatchback,52002,465000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002018,Comprehensive,1248.0,Manual,27.39,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,60000,200000,2,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002010,Third Party insurance,1197.0,Manual,18.5,5,Dark Black,4,FWD,5,Power,5
Kolkata,Diesel,SUV,50000,1321000,1,Kia,Kia Seltos,1970-01-01 00:00:00.000002021,Third Party insurance,1493.0,Manual,20.8,5,Grey,4,FWD,5,Electric,5
Kolkata,Petrol,Sedan,59000,450000,1,Toyota,Toyota Corolla Altis,1970-01-01 00:00:00.000002014,Third Party insurance,1798.0,Manual,14.28,5,White,4,FWD,5,Power,4
Kolkata,Diesel,SUV,15000,1199000,1,Kia,Kia Sonet,1970-01-01 00:00:00.000002022,Comprehensive,1493.0,Manual,18.9,5,White,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,22393,210000,2,Hyundai,Hyundai EON,1970-01-01 00:00:00.000002014,Comprehensive,814.0,Manual,21.1,5,White,3,FWD,5,Power,5
Kolkata,Diesel,Sedan,53483,345000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002016,Comprehensive,1498.0,Manual,25.8,5,G Brown,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,49000,421000,1,Honda,Honda New Accord,1970-01-01 00:00:00.000002011,Third Party insurance,2354.0,Automatic,11.7,5,Grey,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,38420,171000,1,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002011,Comprehensive,998.0,Manual,24.39,5,Dark Black,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,60585,172000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002010,Comprehensive,1197.0,Manual,20.36,5,Red,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,12809,6600000,1,Mercedes-Benz,Mercedes-Benz E-Class,1970-01-01 00:00:00.000002021,Comprehensive,1991.0,Automatic,15.0,5,White,4,RWD,5,Electric,4
Kolkata,Diesel,Sedan,37243,794000,1,Skoda,Skoda Rapid,1970-01-01 00:00:00.000002019,Zero Dep,1498.0,Automatic,21.72,5,White,4,FWD,5,Power,4
Kolkata,Petrol,SUV,25796,881000,1,Toyota,Toyota Urban cruiser,1970-01-01 00:00:00.000002022,Comprehensive,1462.0,Manual,17.03,5,Silver,4,FWD,5,Electronic,5
Kolkata,Diesel,MUV,34000,1735000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002018,Comprehensive,2393.0,Manual,13.68,8,Purple,7,RWD,8,Power,5
Kolkata,Petrol,SUV,29717,852999,1,Hyundai,Hyundai Venue,1970-01-01 00:00:00.000002019,Comprehensive,998.0,Automatic,18.15,5,Dark Black,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,42000,325000,1,Nissan,Nissan Micra Active,1970-01-01 00:00:00.000002018,Comprehensive,1198.0,Manual,19.49,5,Silver,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,24425,284000,1,Maruti,Maruti Wagon R Stingray,1970-01-01 00:00:00.000002014,Comprehensive,998.0,Manual,20.51,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Sedan,14323,936000,1,Skoda,Skoda Rapid,1970-01-01 00:00:00.000002020,Comprehensive,999.0,Automatic,16.24,5,Blue,3,FWD,5,Power,4
Kolkata,Diesel,SUV,9700,800000,1,Mahindra,Mahindra TUV 300,1970-01-01 00:00:00.000002019,Comprehensive,1493.0,Manual,18.49,7,Silver,3,RWD,7,Power,5
Kolkata,Petrol,Sedan,50000,250000,2,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002011,Third Party insurance,1591.0,Manual,17.01,5,Red,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,51097,650000,1,Honda,Honda City,1970-01-01 00:00:00.000002017,Third Party insurance,1497.0,Automatic,18.0,5,Brown,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,60000,165000,2,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002010,Third Party insurance,1086.0,Manual,19.81,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Sedan,23684,850000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002022,Comprehensive,1197.0,Manual,22.41,5,Brown,4,FWD,5,Electric,4
Kolkata,Petrol,Hatchback,40000,161000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002009,Third Party insurance,1086.0,Manual,19.81,5,Dark Black,4,FWD,5,Power,5
Kolkata,Diesel,SUV,60002,2750000,1,Mercedes-Benz,Mercedes-Benz GLC,1970-01-01 00:00:00.000002017,Comprehensive,2143.0,Automatic,17.9,5,Brown,4,AWD,5,Power,5
Kolkata,Petrol,SUV,39000,795000,1,Honda,Honda BR-V,1970-01-01 00:00:00.000002018,Third Party,1497.0,Manual,15.4,7,Green,4,FWD,7,Power,5
Kolkata,Petrol,MUV,40000,900000,1,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002020,Third Party insurance,1462.0,Manual,19.01,7,Dark Black,4,FWD,7,Power,5
Kolkata,Diesel,Hatchback,16001,1800000,1,Volvo,Volvo V40,1970-01-01 00:00:00.000002017,Comprehensive,1969.0,Automatic,16.8,5,Blue,5,FWD,5,Power,5
Kolkata,Petrol,Sedan,51000,361000,2,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002014,Comprehensive,1591.0,Manual,17.01,5,White,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,10143,509999,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002021,Comprehensive,998.0,Manual,21.79,5,Orange,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,53657,415000,2,Maruti,Maruti S-Presso,1970-01-01 00:00:00.000002019,Third Party insurance,998.0,Manual,21.7,5,Orange,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,88532,266000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002014,Comprehensive,998.0,Manual,25.24,5,Blue,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,60000,150000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002013,Third Party insurance,998.0,Manual,20.51,5,Gray,3,FWD,5,Power,5
Kolkata,Petrol,SUV,12059,1375000,1,Skoda,Skoda Kushaq,1970-01-01 00:00:00.000002021,Comprehensive,999.0,Manual,19.2,5,White,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,10000,520000,1,Tata,Tata Tiago,1970-01-01 00:00:00.000002021,Third Party insurance,1199.0,Manual,19.01,5,Dark Black,3,FWD,5,Electric,5
Kolkata,Diesel,SUV,47000,925000,1,Mahindra,Mahindra Scorpio,1970-01-01 00:00:00.000002018,Third Party insurance,2523.0,Manual,15.4,9,White,4,RWD,9,Power,5
Kolkata,Diesel,SUV,20000,650000,1,Renault,Renault Duster,1970-01-01 00:00:00.000002018,Comprehensive,1461.0,Manual,19.6,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Sedan,37000,285000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002013,Comprehensive,1197.0,Manual,19.1,5,Golden,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,9520,728000,1,Hyundai,Hyundai Grand i10 Nios,1970-01-01 00:00:00.000002022,Comprehensive,1197.0,Manual,20.7,5,Red,4,FWD,5,Electric,5
Kolkata,Petrol,Sedan,100000,210000,1,Chevrolet,Chevrolet Sail,1970-01-01 00:00:00.000002016,Third Party insurance,1199.0,Manual,18.2,5,Silver,4,FWD,5,Power,4
Kolkata,Cng,Hatchback,22577,535000,1,Hyundai,Hyundai Santro,1970-01-01 00:00:00.000002022,Comprehensive,1086.0,Manual,30.48,5,Grey,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,9902,824000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002021,Comprehensive,998.0,Manual,20.0,5,Blue,3,FWD,5,Electric,5
Kolkata,Petrol,SUV,70000,500000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002016,Third Party insurance,1497.0,Manual,17.0,5,Dark Black,3,FWD,5,Power,4
Kolkata,Petrol,Hatchback,20101,526000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002020,Comprehensive,1197.0,Manual,18.9,5,Silver,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,120000,180000,1,Skoda,Skoda Fabia,1970-01-01 00:00:00.000002011,Third Party insurance,1198.0,Manual,16.25,5,Dark Black,3,FWD,5,Power,5
Kolkata,Petrol,SUV,15258,969999,1,Tata,Tata Nexon,1970-01-01 00:00:00.000002021,Comprehensive,1199.0,Manual,17.33,5,Orange,3,FWD,5,Electric,5
Kolkata,Petrol,SUV,36397,951000,1,Hyundai,Hyundai Venue,1970-01-01 00:00:00.000002020,Third Party,998.0,Automatic,18.15,5,White,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,120000,180000,1,Skoda,Skoda Fabia,1970-01-01 00:00:00.000002011,Third Party insurance,1198.0,Manual,16.25,5,Dark Black,3,FWD,5,Power,5
Kolkata,Diesel,Sedan,52000,975000,1,BMW,BMW 3 Series,1970-01-01 00:00:00.000002012,Comprehensive,1995.0,Automatic,16.07,5,Blue,4,FWD,5,Power,4
Kolkata,Diesel,SUV,51900,2250000,1,Mercedes-Benz,Mercedes-Benz GLA Class,1970-01-01 00:00:00.000002019,Third Party insurance,2143.0,Automatic,17.9,5,White,4,2WD,5,Power,5
Kolkata,Petrol,Sedan,70000,750000,1,Honda,Honda City,1970-01-01 00:00:00.000002017,Third Party insurance,1497.0,Automatic,18.0,5,Black,4,FWD,5,Power,4
Kolkata,Petrol,SUV,10000,2650000,1,Jeep,Jeep Compass,1970-01-01 00:00:00.000002022,Third Party insurance,1368.0,Automatic,14.1,5,Gray,4,4x2,5,Power,5
Kolkata,Diesel,SUV,30000,1950000,1,BMW,BMW X1,1970-01-01 00:00:00.000002016,Third Party insurance,1995.0,Automatic,17.05,5,Dark Black,4,RWD,5,Power,5
Kolkata,Petrol,SUV,23303,930000,2,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002019,Comprehensive,1591.0,Manual,13.0,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,SUV,30000,1499000,2,MG,MG Hector,1970-01-01 00:00:00.000002020,Third Party insurance,1451.0,Automatic,13.96,5,Dark Black,4,FWD,5,Power,5
Kolkata,Diesel,SUV,70000,850000,2,Mahindra,Mahindra XUV500,1970-01-01 00:00:00.000002017,Third Party insurance,2179.0,Manual,16.0,7,White,4,FWD,7,Power,5
Kolkata,Petrol,SUV,50000,1019999,2,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002019,Third Party insurance,1591.0,Manual,13.0,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,11326,614000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002019,Comprehensive,1197.0,Manual,21.21,5,Grey,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,23609,630000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002020,Comprehensive,1197.0,Manual,21.21,5,Silver,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,30000,320000,2,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002016,Third Party insurance,998.0,Manual,23.1,5,Dark Black,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,60533,241000,1,Hyundai,Hyundai Santro Xing,1970-01-01 00:00:00.000002014,Third Party insurance,1086.0,Manual,17.92,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Sedan,46328,513000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002016,Third Party,1373.0,Manual,20.73,5,Silver,4,FWD,5,Power,4
Kolkata,Petrol,SUV,60000,1550000,1,MG,MG Hector Plus,1970-01-01 00:00:00.000002020,Third Party insurance,1451.0,Automatic,11.67,6,Dark Black,4,FWD,6,Power,5
Kolkata,Petrol,SUV,31745,1006000,1,Hyundai,Hyundai Venue,1970-01-01 00:00:00.000002019,Zero Dep,998.0,Automatic,18.15,5,White,3,FWD,5,Power,5
Kolkata,Diesel,SUV,78668,1075000,3,Toyota,Toyota Fortuner,1970-01-01 00:00:00.000002012,Comprehensive,2982.0,Automatic,12.55,7,Golden,4,FWD,7,Power,5
Kolkata,Petrol,SUV,3115,718000,1,Renault,Renault Kiger,1970-01-01 00:00:00.000002021,Comprehensive,999.0,Manual,19.17,5,Blue,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,8940,635000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002022,Comprehensive,998.0,Automatic,26.0,5,Silver,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,10000,475000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002015,Third Party insurance,1197.0,Manual,18.9,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Sedan,40000,305000,3,Hyundai,Hyundai Xcent,1970-01-01 00:00:00.000002014,Third Party insurance,1197.0,Manual,19.1,5,Dark Black,4,FWD ,5,Power,4
Kolkata,Petrol,Sedan,45652,755000,1,Honda,Honda City,1970-01-01 00:00:00.000002018,Comprehensive,1497.0,Manual,17.8,5,Golden Brown,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,30000,800000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002019,Third Party insurance,1462.0,Manual,21.56,5,Dark Black,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,85033,1800000,4,Jaguar,Jaguar XJ,1970-01-01 00:00:00.000002015,Comprehensive,1999.0,Automatic,9.4,5,White,4,AWD,5,Power,4
Kolkata,Petrol,Hatchback,30000,450000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Manual,18.9,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,70000,290000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002011,Third Party insurance,1197.0,Manual,18.5,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,17200,580000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002019,Comprehensive,1197.0,Manual,22.0,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Sedan,18255,600000,1,Honda,Honda City,1970-01-01 00:00:00.000002015,Third Party insurance,1497.0,Manual,17.4,5,Golden Brown,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,80000,595000,2,Toyota,Toyota Corolla Altis,1970-01-01 00:00:00.000002015,Third Party insurance,1798.0,Manual,14.28,5,Dark Black,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,6398,546000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002022,Comprehensive,998.0,Manual,25.24,5,Red,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,45739,588000,1,Hyundai,Hyundai Grand i10 Nios,1970-01-01 00:00:00.000002020,Comprehensive,1197.0,Automatic,20.7,5,Silver,4,FWD,5,Electric,5
Kolkata,Diesel,SUV,46000,2300000,1,Toyota,Toyota Fortuner,1970-01-01 00:00:00.000002016,Third Party insurance,2982.0,Manual,12.55,7,White,4,4WD,7,Power,5
Kolkata,Petrol,SUV,35254,499000,1,Honda,Honda BR-V,1970-01-01 00:00:00.000002016,Comprehensive,1497.0,Manual,15.4,7,Silver,4,FWD,7,Power,5
Kolkata,Petrol,Sedan,41334,623000,1,Toyota,Toyota Yaris,1970-01-01 00:00:00.000002018,Comprehensive,1496.0,Manual,17.1,5,Red,4,FWD,5,Power,4
Kolkata,Petrol,Hatchback,51463,300000,1,Honda,Honda Brio,1970-01-01 00:00:00.000002014,Third Party insurance,1198.0,Manual,19.4,5,Black,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,29478,338000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002019,Comprehensive,796.0,Manual,24.7,5,Silver,3,FWD,5,Manual,5
Kolkata,Diesel,MUV,85101,1750000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002019,Comprehensive,2393.0,Manual,13.68,7,Parpel,4,RWD,7,Power,5
Kolkata,Petrol,Hatchback,6903,443000,1,Maruti,Maruti S-Presso,1970-01-01 00:00:00.000002022,Comprehensive,998.0,Manual,21.7,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,57602,213000,2,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002013,Comprehensive,1197.0,Manual,20.36,5,Red,4,FWD,5,Power,4
Kolkata,Diesel,Sedan,52047,3150000,2,Porsche,Porsche Panamera,1970-01-01 00:00:00.000002013,Third Party insurance,4806.0,Automatic,7.5,4,Orange,8,RWD,4,Power,4
Kolkata,Diesel,SUV,71742,3700000,1,Mercedes-Benz,Mercedes-Benz GLE,1970-01-01 00:00:00.000002017,Comprehensive,2143.0,Automatic,17.9,5,Black,4,AWD,5,Power,5
Kolkata,Petrol,SUV,413,4450000,1,Volvo,Volvo XC40,1970-01-01 00:00:00.000002023,Comprehensive,1969.0,Automatic,12.18,5,Blue,4,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,10000,234000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002015,Comprehensive,796.0,Manual,22.74,5,Maroon,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,50000,140000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002009,Third Party insurance,1086.0,Manual,19.81,5,Dark Black,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,18000,534000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002018,Comprehensive,1197.0,Automatic,21.4,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,32000,380000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002018,Comprehensive,998.0,Automatic,20.51,5,Blue,3,FWD,5,Power,5
Kolkata,Diesel,SUV,42000,565000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002018,Third Party insurance,1498.0,Manual,23.0,5,White,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,45000,381000,1,Honda,Honda City,1970-01-01 00:00:00.000002014,Comprehensive,1497.0,Manual,17.4,5,White,4,FWD,5,Power,4
Kolkata,Petrol,Sedan,29000,749000,1,Honda,Honda City,1970-01-01 00:00:00.000002018,Third Party insurance,1498.0,Automatic,18.4,5,Brown,4,FWD,5,Electric,4
Kolkata,Petrol,MUV,19675,426000,2,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002012,Third Party,1462.0,Manual,20.51,7,Silver,4,2WD,7,Power,5
Kolkata,Petrol,Hatchback,20378,877000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002021,Comprehensive,998.0,Automatic,20.28,5,Blue,3,FWD,5,Electric,5
Kolkata,Petrol,SUV,10000,1400000,1,Skoda,Skoda Kushaq,1970-01-01 00:00:00.000002022,Third Party insurance,999.0,Automatic,17.2,5,Gray,3,FWD,5,Electric,5
Kolkata,Petrol,Hatchback,33683,335000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002015,Comprehensive,1086.0,Manual,19.81,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,18518,413999,1,Maruti,Maruti S-Presso,1970-01-01 00:00:00.000002021,Comprehensive,998.0,Manual,21.7,5,Grey,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,36000,321000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002016,Comprehensive,998.0,Manual,18.9,5,Silver,3,FWD,5,Power,4
Kolkata,Petrol,Hatchback,30791,323000,2,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002019,Comprehensive,998.0,Manual,23.95,5,Grey,3,FWD,5,Power,5
Kolkata,Petrol,MUV,18000,925000,1,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002021,Comprehensive,1462.0,Manual,19.01,7,Golden,4,FWD,7,Power,5
Kolkata,Petrol,Hatchback,14447,345000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002020,Comprehensive,796.0,Manual,22.05,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,19991,454000,2,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002019,Comprehensive,1197.0,Manual,18.9,5,Red,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,24000,259000,1,Hyundai,Hyundai EON,1970-01-01 00:00:00.000002016,Comprehensive,814.0,Manual,21.1,5,Blue,3,FWD,5,Power,5
Kolkata,Diesel,SUV,41000,675000,1,Mahindra,Mahindra Bolero,1970-01-01 00:00:00.000002019,Comprehensive,2523.0,Manual,15.96,7,White,4,RWD,7,Power,5
Kolkata,Diesel,SUV,45000,1095000,1,Audi,Audi Q3,1970-01-01 00:00:00.000002015,Comprehensive,1968.0,Manual,17.32,5,Black,4,FWD,5,Power,5
Kolkata,Petrol,SUV,10177,1875000,1,Hyundai,Hyundai Alcazar,1970-01-01 00:00:00.000002021,Comprehensive,1999.0,Automatic,14.2,7,Black,4,FWD,7,Power,5
Kolkata,Petrol,Hatchback,35444,325000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002013,Third Party,1197.0,Manual,18.9,5,White,4,FWD,5,Power,5
Kolkata,Petrol,Hatchback,35000,415000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Manual,18.9,5,Grey,4,FWD,5,Power,5
Kolkata,Diesel,MUV,40000,1695000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002019,Comprehensive,2393.0,Manual,13.68,7,Red,7,RWD,7,Power,5
Kolkata,Diesel,Hatchback,49040,365000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002016,Comprehensive,1120.0,Manual,24.0,5,Red,3,FWD,5,Power,5
Kolkata,Petrol,Hatchback,40000,98000,2,Maruti,Maruti Alto,1970-01-01 00:00:00.000002007,Third Party insurance,796.0,Manual,19.7,5,Dark Black,3,2WD,5,Manual,5
